-5.249000000000000000e+03,-4.071000000000000000e+03,-3.821500000000000000e+03,-2.188500000000000000e+03,-1.077500000000000000e+03,-1.925000000000000000e+01,1.010500000000000000e+03,1.276500000000000000e+03,1.929750000000000000e+03
-4.645000000000000000e+03,-3.848000000000000000e+03,-3.380500000000000000e+03,-2.332500000000000000e+03,-1.002500000000000000e+03,4.207500000000000000e+02,1.037500000000000000e+03,1.262500000000000000e+03,1.929750000000000000e+03
-3.853000000000000000e+03,-3.482000000000000000e+03,-2.713500000000000000e+03,-2.202500000000000000e+03,-1.013500000000000000e+03,7.527500000000000000e+02,1.041500000000000000e+03,1.384500000000000000e+03,1.929750000000000000e+03
-5.028000000000000000e+03,-4.123000000000000000e+03,-3.277500000000000000e+03,-1.401500000000000000e+03,-9.935000000000000000e+02,-3.082500000000000000e+02,1.057500000000000000e+03,1.201500000000000000e+03,1.929750000000000000e+03
-4.619000000000000000e+03,-3.349000000000000000e+03,-2.824500000000000000e+03,-2.249500000000000000e+03,-1.048500000000000000e+03,2.297500000000000000e+02,1.012500000000000000e+03,1.275500000000000000e+03,1.929750000000000000e+03
-4.256000000000000000e+03,-3.249000000000000000e+03,-2.893500000000000000e+03,-1.544500000000000000e+03,-9.695000000000000000e+02,5.787500000000000000e+02,1.022500000000000000e+03,1.194500000000000000e+03,1.929750000000000000e+03
-3.801000000000000000e+03,-3.637000000000000000e+03,-2.739500000000000000e+03,-1.451500000000000000e+03,-1.072500000000000000e+03,-1.425000000000000000e+01,1.012500000000000000e+03,1.505500000000000000e+03,1.929750000000000000e+03
-4.366000000000000000e+03,-3.914000000000000000e+03,-3.862500000000000000e+03,-2.303500000000000000e+03,-1.061500000000000000e+03,-3.472500000000000000e+02,1.048500000000000000e+03,1.351500000000000000e+03,1.929750000000000000e+03
-4.876000000000000000e+03,-3.589000000000000000e+03,-3.546500000000000000e+03,-1.728500000000000000e+03,-1.121500000000000000e+03,5.475000000000000000e+01,1.043500000000000000e+03,1.409500000000000000e+03,1.929750000000000000e+03
-5.104000000000000000e+03,-4.040000000000000000e+03,-2.315500000000000000e+03,-2.253500000000000000e+03,-9.865000000000000000e+02,-3.252500000000000000e+02,1.065500000000000000e+03,1.241500000000000000e+03,1.929750000000000000e+03
-4.292000000000000000e+03,-3.985000000000000000e+03,-2.777500000000000000e+03,-1.765500000000000000e+03,-1.142500000000000000e+03,1.327500000000000000e+02,1.042500000000000000e+03,1.286500000000000000e+03,1.929750000000000000e+03
-4.244000000000000000e+03,-3.339000000000000000e+03,-2.781500000000000000e+03,-2.113500000000000000e+03,-9.925000000000000000e+02,3.687500000000000000e+02,1.016500000000000000e+03,1.197500000000000000e+03,1.929750000000000000e+03
-4.465000000000000000e+03,-3.833000000000000000e+03,-2.990500000000000000e+03,-2.535500000000000000e+03,-1.033500000000000000e+03,2.717500000000000000e+02,1.048500000000000000e+03,1.331500000000000000e+03,1.929750000000000000e+03
-4.476000000000000000e+03,-4.136000000000000000e+03,-3.013500000000000000e+03,-2.500500000000000000e+03,-1.000500000000000000e+03,-2.042500000000000000e+02,9.975000000000000000e+02,1.309500000000000000e+03,1.929750000000000000e+03
-4.542000000000000000e+03,-3.636000000000000000e+03,-3.269500000000000000e+03,-1.545500000000000000e+03,-1.064500000000000000e+03,-4.592500000000000000e+02,1.053500000000000000e+03,1.323500000000000000e+03,1.929750000000000000e+03
