-2.736000000000000000e+03,-2.649000000000000000e+03,-2.802500000000000000e+02,3.987500000000000000e+02,7.735000000000000000e+02,7.805000000000000000e+02,9.535000000000000000e+02,1.067750000000000000e+03,1.211750000000000000e+03,1.457750000000000000e+03
-2.587000000000000000e+03,-2.392000000000000000e+03,-2.712500000000000000e+02,3.207500000000000000e+02,6.785000000000000000e+02,7.505000000000000000e+02,8.265000000000000000e+02,1.067750000000000000e+03,1.211750000000000000e+03,1.457750000000000000e+03
-2.314000000000000000e+03,-2.030000000000000000e+03,-2.182500000000000000e+02,4.067500000000000000e+02,6.935000000000000000e+02,7.095000000000000000e+02,9.245000000000000000e+02,1.067750000000000000e+03,1.211750000000000000e+03,1.457750000000000000e+03
-1.950000000000000000e+03,-1.906000000000000000e+03,-2.392500000000000000e+02,2.637500000000000000e+02,7.335000000000000000e+02,8.185000000000000000e+02,9.215000000000000000e+02,1.067750000000000000e+03,1.211750000000000000e+03,1.457750000000000000e+03
-2.223000000000000000e+03,-1.435000000000000000e+03,-3.432500000000000000e+02,4.257500000000000000e+02,7.245000000000000000e+02,7.355000000000000000e+02,9.635000000000000000e+02,1.067750000000000000e+03,1.211750000000000000e+03,1.457750000000000000e+03
-1.891000000000000000e+03,-1.729000000000000000e+03,-2.722500000000000000e+02,1.257500000000000000e+02,6.965000000000000000e+02,7.805000000000000000e+02,9.825000000000000000e+02,1.067750000000000000e+03,1.211750000000000000e+03,1.457750000000000000e+03
-2.116000000000000000e+03,-2.092000000000000000e+03,-2.552500000000000000e+02,2.677500000000000000e+02,7.205000000000000000e+02,7.395000000000000000e+02,9.845000000000000000e+02,1.067750000000000000e+03,1.211750000000000000e+03,1.457750000000000000e+03
-2.060000000000000000e+03,-2.027000000000000000e+03,-2.672500000000000000e+02,3.607500000000000000e+02,7.435000000000000000e+02,7.485000000000000000e+02,8.835000000000000000e+02,1.067750000000000000e+03,1.211750000000000000e+03,1.457750000000000000e+03
-2.030000000000000000e+03,-1.618000000000000000e+03,-2.612500000000000000e+02,8.275000000000000000e+01,8.245000000000000000e+02,8.315000000000000000e+02,8.675000000000000000e+02,1.067750000000000000e+03,1.211750000000000000e+03,1.457750000000000000e+03
-1.875000000000000000e+03,-1.794000000000000000e+03,-2.392500000000000000e+02,3.675000000000000000e+01,7.755000000000000000e+02,7.955000000000000000e+02,8.245000000000000000e+02,1.067750000000000000e+03,1.211750000000000000e+03,1.457750000000000000e+03
-1.851000000000000000e+03,-1.787000000000000000e+03,-2.392500000000000000e+02,2.277500000000000000e+02,7.145000000000000000e+02,8.395000000000000000e+02,9.455000000000000000e+02,1.067750000000000000e+03,1.211750000000000000e+03,1.457750000000000000e+03
-2.181000000000000000e+03,-1.686000000000000000e+03,-2.632500000000000000e+02,3.157500000000000000e+02,7.495000000000000000e+02,8.375000000000000000e+02,8.695000000000000000e+02,1.067750000000000000e+03,1.211750000000000000e+03,1.457750000000000000e+03
-2.158000000000000000e+03,-2.039000000000000000e+03,-3.412500000000000000e+02,1.917500000000000000e+02,7.475000000000000000e+02,8.135000000000000000e+02,9.525000000000000000e+02,1.067750000000000000e+03,1.211750000000000000e+03,1.457750000000000000e+03
-1.922000000000000000e+03,-1.666000000000000000e+03,-2.602500000000000000e+02,1.917500000000000000e+02,6.855000000000000000e+02,7.555000000000000000e+02,1.010500000000000000e+03,1.067750000000000000e+03,1.211750000000000000e+03,1.457750000000000000e+03
-2.269000000000000000e+03,-2.182000000000000000e+03,-3.002500000000000000e+02,2.527500000000000000e+02,6.825000000000000000e+02,8.845000000000000000e+02,9.325000000000000000e+02,1.067750000000000000e+03,1.211750000000000000e+03,1.457750000000000000e+03
-2.346000000000000000e+03,-2.293000000000000000e+03,-2.022500000000000000e+02,2.517500000000000000e+02,7.895000000000000000e+02,8.215000000000000000e+02,9.995000000000000000e+02,1.067750000000000000e+03,1.211750000000000000e+03,1.457750000000000000e+03
-2.296000000000000000e+03,-1.654000000000000000e+03,-2.492500000000000000e+02,3.687500000000000000e+02,7.755000000000000000e+02,7.925000000000000000e+02,9.155000000000000000e+02,1.067750000000000000e+03,1.211750000000000000e+03,1.457750000000000000e+03
-2.899000000000000000e+03,-2.539000000000000000e+03,-2.722500000000000000e+02,2.207500000000000000e+02,7.555000000000000000e+02,8.215000000000000000e+02,9.505000000000000000e+02,1.067750000000000000e+03,1.211750000000000000e+03,1.457750000000000000e+03
