6.870000000000000000e+02,8.820000000000000000e+02,1.096000000000000000e+03,1.360500000000000000e+03,1.497500000000000000e+03,1.706500000000000000e+03,1.854500000000000000e+03,1.944000000000000000e+03
6.780000000000000000e+02,8.810000000000000000e+02,1.101000000000000000e+03,1.360500000000000000e+03,1.498500000000000000e+03,1.706500000000000000e+03,1.854500000000000000e+03,1.944000000000000000e+03
6.800000000000000000e+02,8.940000000000000000e+02,1.099000000000000000e+03,1.360500000000000000e+03,1.496500000000000000e+03,1.706500000000000000e+03,1.854500000000000000e+03,1.944000000000000000e+03
6.840000000000000000e+02,8.840000000000000000e+02,1.102000000000000000e+03,1.360500000000000000e+03,1.497500000000000000e+03,1.706500000000000000e+03,1.853500000000000000e+03,1.944000000000000000e+03
6.930000000000000000e+02,8.860000000000000000e+02,1.097000000000000000e+03,1.360500000000000000e+03,1.497500000000000000e+03,1.707500000000000000e+03,1.852500000000000000e+03,1.944000000000000000e+03
6.770000000000000000e+02,8.860000000000000000e+02,1.094000000000000000e+03,1.360500000000000000e+03,1.498500000000000000e+03,1.707500000000000000e+03,1.854500000000000000e+03,1.944000000000000000e+03
6.800000000000000000e+02,8.810000000000000000e+02,1.102000000000000000e+03,1.360500000000000000e+03,1.498500000000000000e+03,1.707500000000000000e+03,1.852500000000000000e+03,1.944000000000000000e+03
6.820000000000000000e+02,8.740000000000000000e+02,1.091000000000000000e+03,1.360500000000000000e+03,1.497500000000000000e+03,1.706500000000000000e+03,1.853500000000000000e+03,1.944000000000000000e+03
6.920000000000000000e+02,8.880000000000000000e+02,1.096000000000000000e+03,1.361500000000000000e+03,1.498500000000000000e+03,1.707500000000000000e+03,1.853500000000000000e+03,1.944000000000000000e+03
6.880000000000000000e+02,8.810000000000000000e+02,1.091000000000000000e+03,1.361500000000000000e+03,1.497500000000000000e+03,1.706500000000000000e+03,1.854500000000000000e+03,1.944000000000000000e+03
6.920000000000000000e+02,8.930000000000000000e+02,1.097000000000000000e+03,1.360500000000000000e+03,1.498500000000000000e+03,1.707500000000000000e+03,1.853500000000000000e+03,1.944000000000000000e+03
6.800000000000000000e+02,8.810000000000000000e+02,1.100000000000000000e+03,1.359500000000000000e+03,1.497500000000000000e+03,1.707500000000000000e+03,1.852500000000000000e+03,1.944000000000000000e+03
6.840000000000000000e+02,8.830000000000000000e+02,1.103000000000000000e+03,1.360500000000000000e+03,1.498500000000000000e+03,1.706500000000000000e+03,1.853500000000000000e+03,1.944000000000000000e+03
6.810000000000000000e+02,8.930000000000000000e+02,1.101000000000000000e+03,1.360500000000000000e+03,1.497500000000000000e+03,1.707500000000000000e+03,1.854500000000000000e+03,1.944000000000000000e+03
6.870000000000000000e+02,8.850000000000000000e+02,1.094000000000000000e+03,1.361500000000000000e+03,1.498500000000000000e+03,1.706500000000000000e+03,1.854500000000000000e+03,1.944000000000000000e+03
6.800000000000000000e+02,8.800000000000000000e+02,1.094000000000000000e+03,1.360500000000000000e+03,1.497500000000000000e+03,1.706500000000000000e+03,1.854500000000000000e+03,1.944000000000000000e+03
6.910000000000000000e+02,8.880000000000000000e+02,1.111000000000000000e+03,1.360500000000000000e+03,1.498500000000000000e+03,1.706500000000000000e+03,1.854500000000000000e+03,1.944000000000000000e+03
6.790000000000000000e+02,8.940000000000000000e+02,1.097000000000000000e+03,1.360500000000000000e+03,1.497500000000000000e+03,1.707500000000000000e+03,1.853500000000000000e+03,1.944000000000000000e+03
6.900000000000000000e+02,8.830000000000000000e+02,1.098000000000000000e+03,1.361500000000000000e+03,1.497500000000000000e+03,1.707500000000000000e+03,1.853500000000000000e+03,1.944000000000000000e+03
