-1.565000000000000000e+02,2.097500000000000000e+02,2.737500000000000000e+02,3.122500000000000000e+02,6.012500000000000000e+02,6.862500000000000000e+02,8.287500000000000000e+02,8.660000000000000000e+02,1.234750000000000000e+03,1.438000000000000000e+03,1.497500000000000000e+03,1.696500000000000000e+03,1.811875000000000000e+03
-1.675000000000000000e+02,1.797500000000000000e+02,2.877500000000000000e+02,3.622500000000000000e+02,5.802500000000000000e+02,6.562500000000000000e+02,8.107500000000000000e+02,9.730000000000000000e+02,1.247750000000000000e+03,1.446000000000000000e+03,1.564500000000000000e+03,1.681500000000000000e+03,1.811875000000000000e+03
-2.115000000000000000e+02,1.607500000000000000e+02,2.567500000000000000e+02,3.472500000000000000e+02,5.672500000000000000e+02,6.782500000000000000e+02,7.847500000000000000e+02,9.560000000000000000e+02,1.247750000000000000e+03,1.445000000000000000e+03,1.600500000000000000e+03,1.670500000000000000e+03,1.811875000000000000e+03
-9.550000000000000000e+01,1.817500000000000000e+02,2.817500000000000000e+02,3.642500000000000000e+02,5.902500000000000000e+02,6.802500000000000000e+02,7.397500000000000000e+02,9.700000000000000000e+02,1.249750000000000000e+03,1.444000000000000000e+03,1.514500000000000000e+03,1.723500000000000000e+03,1.811875000000000000e+03
-2.495000000000000000e+02,1.997500000000000000e+02,2.557500000000000000e+02,3.222500000000000000e+02,5.772500000000000000e+02,6.832500000000000000e+02,8.307500000000000000e+02,9.600000000000000000e+02,1.254750000000000000e+03,1.449000000000000000e+03,1.598500000000000000e+03,1.691500000000000000e+03,1.811875000000000000e+03
-1.885000000000000000e+02,1.757500000000000000e+02,3.087500000000000000e+02,3.492500000000000000e+02,5.802500000000000000e+02,7.372500000000000000e+02,8.097500000000000000e+02,9.700000000000000000e+02,1.250750000000000000e+03,1.442000000000000000e+03,1.598500000000000000e+03,1.672500000000000000e+03,1.811875000000000000e+03
-3.045000000000000000e+02,1.687500000000000000e+02,2.877500000000000000e+02,3.242500000000000000e+02,5.702500000000000000e+02,6.692500000000000000e+02,8.077500000000000000e+02,9.890000000000000000e+02,1.258750000000000000e+03,1.446000000000000000e+03,1.561500000000000000e+03,1.704500000000000000e+03,1.811875000000000000e+03
4.450000000000000000e+01,1.977500000000000000e+02,2.707500000000000000e+02,3.352500000000000000e+02,5.872500000000000000e+02,6.692500000000000000e+02,7.727500000000000000e+02,9.430000000000000000e+02,1.256750000000000000e+03,1.439000000000000000e+03,1.557500000000000000e+03,1.688500000000000000e+03,1.811875000000000000e+03
1.250000000000000000e+01,1.917500000000000000e+02,2.847500000000000000e+02,3.392500000000000000e+02,5.742500000000000000e+02,6.472500000000000000e+02,8.067500000000000000e+02,9.500000000000000000e+02,1.256750000000000000e+03,1.433000000000000000e+03,1.550500000000000000e+03,1.685500000000000000e+03,1.811875000000000000e+03
-1.445000000000000000e+02,1.977500000000000000e+02,2.997500000000000000e+02,3.302500000000000000e+02,5.912500000000000000e+02,7.092500000000000000e+02,8.117500000000000000e+02,1.010000000000000000e+03,1.244750000000000000e+03,1.440000000000000000e+03,1.578500000000000000e+03,1.690500000000000000e+03,1.811875000000000000e+03
-2.105000000000000000e+02,1.817500000000000000e+02,2.757500000000000000e+02,3.552500000000000000e+02,5.782500000000000000e+02,6.932500000000000000e+02,8.177500000000000000e+02,9.790000000000000000e+02,1.251750000000000000e+03,1.440000000000000000e+03,1.575500000000000000e+03,1.698500000000000000e+03,1.811875000000000000e+03
-5.750000000000000000e+01,1.807500000000000000e+02,2.677500000000000000e+02,3.502500000000000000e+02,5.932500000000000000e+02,7.112500000000000000e+02,7.407500000000000000e+02,9.260000000000000000e+02,1.256750000000000000e+03,1.446000000000000000e+03,1.612500000000000000e+03,1.691500000000000000e+03,1.811875000000000000e+03
-8.050000000000000000e+01,1.737500000000000000e+02,2.827500000000000000e+02,3.442500000000000000e+02,5.762500000000000000e+02,6.712500000000000000e+02,8.007500000000000000e+02,9.470000000000000000e+02,1.259750000000000000e+03,1.442000000000000000e+03,1.561500000000000000e+03,1.691500000000000000e+03,1.811875000000000000e+03
-1.245000000000000000e+02,1.737500000000000000e+02,2.807500000000000000e+02,3.392500000000000000e+02,5.812500000000000000e+02,6.842500000000000000e+02,7.987500000000000000e+02,9.620000000000000000e+02,1.231750000000000000e+03,1.437000000000000000e+03,1.532500000000000000e+03,1.695500000000000000e+03,1.811875000000000000e+03
-5.450000000000000000e+01,1.807500000000000000e+02,2.507500000000000000e+02,3.382500000000000000e+02,5.822500000000000000e+02,7.032500000000000000e+02,7.667500000000000000e+02,1.006000000000000000e+03,1.259750000000000000e+03,1.438000000000000000e+03,1.559500000000000000e+03,1.693500000000000000e+03,1.811875000000000000e+03
-1.050000000000000000e+01,2.207500000000000000e+02,2.637500000000000000e+02,3.102500000000000000e+02,5.692500000000000000e+02,6.632500000000000000e+02,7.867500000000000000e+02,9.750000000000000000e+02,1.246750000000000000e+03,1.440000000000000000e+03,1.536500000000000000e+03,1.714500000000000000e+03,1.811875000000000000e+03
-2.750000000000000000e+01,1.827500000000000000e+02,2.907500000000000000e+02,3.602500000000000000e+02,5.692500000000000000e+02,6.852500000000000000e+02,7.967500000000000000e+02,9.340000000000000000e+02,1.238750000000000000e+03,1.445000000000000000e+03,1.566500000000000000e+03,1.687500000000000000e+03,1.811875000000000000e+03
-5.150000000000000000e+01,1.667500000000000000e+02,2.807500000000000000e+02,3.492500000000000000e+02,5.912500000000000000e+02,7.102500000000000000e+02,7.787500000000000000e+02,9.730000000000000000e+02,1.248750000000000000e+03,1.443000000000000000e+03,1.540500000000000000e+03,1.691500000000000000e+03,1.811875000000000000e+03
4.150000000000000000e+01,1.677500000000000000e+02,2.837500000000000000e+02,3.442500000000000000e+02,5.652500000000000000e+02,7.212500000000000000e+02,7.757500000000000000e+02,9.320000000000000000e+02,1.247750000000000000e+03,1.437000000000000000e+03,1.588500000000000000e+03,1.688500000000000000e+03,1.811875000000000000e+03
-1.655000000000000000e+02,2.067500000000000000e+02,2.677500000000000000e+02,3.882500000000000000e+02,5.752500000000000000e+02,6.932500000000000000e+02,8.567500000000000000e+02,9.550000000000000000e+02,1.230750000000000000e+03,1.441000000000000000e+03,1.586500000000000000e+03,1.734500000000000000e+03,1.811875000000000000e+03
-5.150000000000000000e+01,1.747500000000000000e+02,3.187500000000000000e+02,3.242500000000000000e+02,5.952500000000000000e+02,6.702500000000000000e+02,7.917500000000000000e+02,9.290000000000000000e+02,1.248750000000000000e+03,1.443000000000000000e+03,1.544500000000000000e+03,1.711500000000000000e+03,1.811875000000000000e+03
9.950000000000000000e+01,1.717500000000000000e+02,3.087500000000000000e+02,3.202500000000000000e+02,5.822500000000000000e+02,6.702500000000000000e+02,7.547500000000000000e+02,1.002000000000000000e+03,1.247750000000000000e+03,1.445000000000000000e+03,1.532500000000000000e+03,1.678500000000000000e+03,1.811875000000000000e+03
-1.605000000000000000e+02,1.747500000000000000e+02,2.847500000000000000e+02,3.512500000000000000e+02,5.852500000000000000e+02,7.182500000000000000e+02,7.667500000000000000e+02,9.130000000000000000e+02,1.248750000000000000e+03,1.442000000000000000e+03,1.543500000000000000e+03,1.690500000000000000e+03,1.811875000000000000e+03
-2.525000000000000000e+02,1.707500000000000000e+02,2.737500000000000000e+02,3.742500000000000000e+02,5.842500000000000000e+02,7.112500000000000000e+02,7.977500000000000000e+02,9.700000000000000000e+02,1.260750000000000000e+03,1.444000000000000000e+03,1.585500000000000000e+03,1.708500000000000000e+03,1.811875000000000000e+03
5.050000000000000000e+01,1.797500000000000000e+02,2.977500000000000000e+02,3.972500000000000000e+02,5.792500000000000000e+02,7.152500000000000000e+02,8.327500000000000000e+02,9.650000000000000000e+02,1.253750000000000000e+03,1.435000000000000000e+03,1.565500000000000000e+03,1.667500000000000000e+03,1.811875000000000000e+03
6.500000000000000000e+00,1.627500000000000000e+02,2.527500000000000000e+02,3.272500000000000000e+02,5.922500000000000000e+02,6.472500000000000000e+02,7.547500000000000000e+02,9.040000000000000000e+02,1.261750000000000000e+03,1.437000000000000000e+03,1.579500000000000000e+03,1.708500000000000000e+03,1.811875000000000000e+03
-9.950000000000000000e+01,1.647500000000000000e+02,2.647500000000000000e+02,3.042500000000000000e+02,5.682500000000000000e+02,6.922500000000000000e+02,7.907500000000000000e+02,1.030000000000000000e+03,1.256750000000000000e+03,1.445000000000000000e+03,1.576500000000000000e+03,1.717500000000000000e+03,1.811875000000000000e+03
-1.535000000000000000e+02,1.757500000000000000e+02,2.357500000000000000e+02,3.432500000000000000e+02,5.782500000000000000e+02,7.052500000000000000e+02,7.827500000000000000e+02,9.450000000000000000e+02,1.247750000000000000e+03,1.438000000000000000e+03,1.526500000000000000e+03,1.672500000000000000e+03,1.811875000000000000e+03
3.750000000000000000e+01,1.877500000000000000e+02,2.857500000000000000e+02,3.342500000000000000e+02,5.862500000000000000e+02,6.972500000000000000e+02,8.267500000000000000e+02,9.330000000000000000e+02,1.246750000000000000e+03,1.450000000000000000e+03,1.548500000000000000e+03,1.703500000000000000e+03,1.811875000000000000e+03
-4.850000000000000000e+01,1.627500000000000000e+02,3.087500000000000000e+02,3.532500000000000000e+02,5.892500000000000000e+02,7.132500000000000000e+02,8.007500000000000000e+02,9.120000000000000000e+02,1.259750000000000000e+03,1.442000000000000000e+03,1.569500000000000000e+03,1.681500000000000000e+03,1.811875000000000000e+03
-3.250000000000000000e+01,1.557500000000000000e+02,2.827500000000000000e+02,3.422500000000000000e+02,5.732500000000000000e+02,6.852500000000000000e+02,7.637500000000000000e+02,9.230000000000000000e+02,1.247750000000000000e+03,1.443000000000000000e+03,1.534500000000000000e+03,1.701500000000000000e+03,1.811875000000000000e+03
-9.350000000000000000e+01,1.897500000000000000e+02,2.917500000000000000e+02,3.552500000000000000e+02,5.962500000000000000e+02,7.132500000000000000e+02,7.217500000000000000e+02,9.360000000000000000e+02,1.259750000000000000e+03,1.444000000000000000e+03,1.546500000000000000e+03,1.664500000000000000e+03,1.811875000000000000e+03
-9.650000000000000000e+01,1.837500000000000000e+02,2.847500000000000000e+02,2.962500000000000000e+02,5.872500000000000000e+02,6.862500000000000000e+02,7.697500000000000000e+02,9.810000000000000000e+02,1.238750000000000000e+03,1.447000000000000000e+03,1.538500000000000000e+03,1.686500000000000000e+03,1.811875000000000000e+03
-1.955000000000000000e+02,1.787500000000000000e+02,2.987500000000000000e+02,3.342500000000000000e+02,5.722500000000000000e+02,7.012500000000000000e+02,7.527500000000000000e+02,9.720000000000000000e+02,1.253750000000000000e+03,1.438000000000000000e+03,1.534500000000000000e+03,1.663500000000000000e+03,1.811875000000000000e+03
-9.050000000000000000e+01,2.037500000000000000e+02,2.617500000000000000e+02,3.362500000000000000e+02,5.712500000000000000e+02,6.892500000000000000e+02,8.257500000000000000e+02,1.022000000000000000e+03,1.267750000000000000e+03,1.448000000000000000e+03,1.551500000000000000e+03,1.685500000000000000e+03,1.811875000000000000e+03
-2.225000000000000000e+02,1.727500000000000000e+02,3.117500000000000000e+02,3.592500000000000000e+02,5.822500000000000000e+02,7.252500000000000000e+02,8.437500000000000000e+02,9.580000000000000000e+02,1.259750000000000000e+03,1.446000000000000000e+03,1.560500000000000000e+03,1.716500000000000000e+03,1.811875000000000000e+03
-1.575000000000000000e+02,1.757500000000000000e+02,2.827500000000000000e+02,3.462500000000000000e+02,5.972500000000000000e+02,7.042500000000000000e+02,7.677500000000000000e+02,9.740000000000000000e+02,1.241750000000000000e+03,1.443000000000000000e+03,1.566500000000000000e+03,1.665500000000000000e+03,1.811875000000000000e+03
-5.350000000000000000e+01,1.777500000000000000e+02,3.007500000000000000e+02,3.122500000000000000e+02,5.962500000000000000e+02,7.012500000000000000e+02,7.897500000000000000e+02,9.860000000000000000e+02,1.257750000000000000e+03,1.445000000000000000e+03,1.566500000000000000e+03,1.666500000000000000e+03,1.811875000000000000e+03
-1.175000000000000000e+02,1.857500000000000000e+02,2.477500000000000000e+02,3.642500000000000000e+02,5.742500000000000000e+02,7.302500000000000000e+02,8.057500000000000000e+02,1.010000000000000000e+03,1.264750000000000000e+03,1.442000000000000000e+03,1.563500000000000000e+03,1.708500000000000000e+03,1.811875000000000000e+03
-2.995000000000000000e+02,2.197500000000000000e+02,2.437500000000000000e+02,3.682500000000000000e+02,5.882500000000000000e+02,7.222500000000000000e+02,8.337500000000000000e+02,9.320000000000000000e+02,1.230750000000000000e+03,1.446000000000000000e+03,1.553500000000000000e+03,1.662500000000000000e+03,1.811875000000000000e+03
-2.745000000000000000e+02,1.867500000000000000e+02,2.667500000000000000e+02,3.242500000000000000e+02,5.702500000000000000e+02,7.072500000000000000e+02,7.817500000000000000e+02,8.950000000000000000e+02,1.257750000000000000e+03,1.433000000000000000e+03,1.598500000000000000e+03,1.673500000000000000e+03,1.811875000000000000e+03
9.500000000000000000e+00,1.697500000000000000e+02,2.457500000000000000e+02,3.152500000000000000e+02,5.762500000000000000e+02,7.242500000000000000e+02,7.557500000000000000e+02,9.310000000000000000e+02,1.238750000000000000e+03,1.439000000000000000e+03,1.571500000000000000e+03,1.649500000000000000e+03,1.811875000000000000e+03
