-3.389500000000000000e+03,-2.834500000000000000e+03,-2.624500000000000000e+03,-2.099500000000000000e+03,-1.254500000000000000e+03,-9.295000000000000000e+02,-7.095000000000000000e+02,7.905000000000000000e+02,1.610500000000000000e+03
-3.504500000000000000e+03,-2.849500000000000000e+03,-2.704500000000000000e+03,-2.119500000000000000e+03,-1.359500000000000000e+03,-1.059500000000000000e+03,-6.795000000000000000e+02,8.155000000000000000e+02,1.635500000000000000e+03
-3.509500000000000000e+03,-2.864500000000000000e+03,-2.694500000000000000e+03,-2.084500000000000000e+03,-1.289500000000000000e+03,-1.184500000000000000e+03,-6.995000000000000000e+02,8.405000000000000000e+02,1.570500000000000000e+03
-3.339500000000000000e+03,-2.754500000000000000e+03,-2.684500000000000000e+03,-2.009500000000000000e+03,-1.244500000000000000e+03,-1.039500000000000000e+03,-6.395000000000000000e+02,7.305000000000000000e+02,1.605500000000000000e+03
-3.494500000000000000e+03,-2.839500000000000000e+03,-2.734500000000000000e+03,-2.074500000000000000e+03,-1.364500000000000000e+03,-1.019500000000000000e+03,-6.395000000000000000e+02,7.855000000000000000e+02,1.550500000000000000e+03
-3.374500000000000000e+03,-2.764500000000000000e+03,-2.629500000000000000e+03,-2.124500000000000000e+03,-1.249500000000000000e+03,-9.195000000000000000e+02,-7.145000000000000000e+02,7.505000000000000000e+02,1.515500000000000000e+03
-3.509500000000000000e+03,-2.854500000000000000e+03,-2.609500000000000000e+03,-2.019500000000000000e+03,-1.269500000000000000e+03,-9.095000000000000000e+02,-5.945000000000000000e+02,8.505000000000000000e+02,1.530500000000000000e+03
-3.599500000000000000e+03,-2.759500000000000000e+03,-2.624500000000000000e+03,-2.119500000000000000e+03,-1.324500000000000000e+03,-7.945000000000000000e+02,-6.245000000000000000e+02,8.405000000000000000e+02,1.605500000000000000e+03
-3.274500000000000000e+03,-2.819500000000000000e+03,-2.634500000000000000e+03,-2.034500000000000000e+03,-1.239500000000000000e+03,-1.134500000000000000e+03,-7.045000000000000000e+02,8.255000000000000000e+02,1.650500000000000000e+03
-3.464500000000000000e+03,-2.774500000000000000e+03,-2.644500000000000000e+03,-2.064500000000000000e+03,-1.234500000000000000e+03,-1.104500000000000000e+03,-5.545000000000000000e+02,8.505000000000000000e+02,1.605500000000000000e+03
-3.409500000000000000e+03,-2.854500000000000000e+03,-2.664500000000000000e+03,-2.094500000000000000e+03,-1.339500000000000000e+03,-7.495000000000000000e+02,-6.545000000000000000e+02,6.855000000000000000e+02,1.565500000000000000e+03
-3.414500000000000000e+03,-2.749500000000000000e+03,-2.594500000000000000e+03,-2.079500000000000000e+03,-1.279500000000000000e+03,-9.895000000000000000e+02,-6.895000000000000000e+02,7.905000000000000000e+02,1.585500000000000000e+03
-3.444500000000000000e+03,-2.854500000000000000e+03,-2.639500000000000000e+03,-2.054500000000000000e+03,-1.269500000000000000e+03,-1.184500000000000000e+03,-6.295000000000000000e+02,6.805000000000000000e+02,1.520500000000000000e+03
-3.389500000000000000e+03,-2.809500000000000000e+03,-2.634500000000000000e+03,-2.124500000000000000e+03,-1.294500000000000000e+03,-8.045000000000000000e+02,-6.945000000000000000e+02,8.555000000000000000e+02,1.525500000000000000e+03
-3.429500000000000000e+03,-2.844500000000000000e+03,-2.779500000000000000e+03,-2.119500000000000000e+03,-1.244500000000000000e+03,-8.595000000000000000e+02,-6.795000000000000000e+02,8.605000000000000000e+02,1.575500000000000000e+03
