-1.179900000000000000e+04,-1.158450000000000000e+04,-1.108100000000000000e+04,-7.487000000000000000e+03,-7.447000000000000000e+03,-5.242500000000000000e+03,-3.062000000000000000e+03,-2.299000000000000000e+03,-1.175000000000000000e+03,-7.595000000000000000e+02,7.492500000000000000e+02,1.033250000000000000e+03
-1.159600000000000000e+04,-1.108150000000000000e+04,-1.091400000000000000e+04,-7.763000000000000000e+03,-7.016000000000000000e+03,-5.444500000000000000e+03,-2.895000000000000000e+03,-2.276000000000000000e+03,-1.153000000000000000e+03,-7.585000000000000000e+02,7.492500000000000000e+02,1.033250000000000000e+03
-1.188500000000000000e+04,-1.107450000000000000e+04,-1.080900000000000000e+04,-9.656000000000000000e+03,-6.137000000000000000e+03,-5.320500000000000000e+03,-2.860000000000000000e+03,-2.325000000000000000e+03,-1.134000000000000000e+03,-7.585000000000000000e+02,7.492500000000000000e+02,1.033250000000000000e+03
-1.181500000000000000e+04,-1.085250000000000000e+04,-1.072200000000000000e+04,-7.416000000000000000e+03,-6.376000000000000000e+03,-4.988500000000000000e+03,-3.084000000000000000e+03,-2.328000000000000000e+03,-1.097000000000000000e+03,-7.595000000000000000e+02,7.492500000000000000e+02,1.033250000000000000e+03
-1.185100000000000000e+04,-1.149650000000000000e+04,-1.126300000000000000e+04,-9.524000000000000000e+03,-6.762000000000000000e+03,-5.184500000000000000e+03,-2.591000000000000000e+03,-2.316000000000000000e+03,-1.160000000000000000e+03,-7.585000000000000000e+02,7.492500000000000000e+02,1.033250000000000000e+03
-1.179900000000000000e+04,-1.147150000000000000e+04,-1.073000000000000000e+04,-1.023600000000000000e+04,-7.437000000000000000e+03,-5.307500000000000000e+03,-3.067000000000000000e+03,-2.291000000000000000e+03,-1.147000000000000000e+03,-7.585000000000000000e+02,7.492500000000000000e+02,1.033250000000000000e+03
-1.191600000000000000e+04,-1.166450000000000000e+04,-1.083700000000000000e+04,-9.458000000000000000e+03,-6.057000000000000000e+03,-5.298500000000000000e+03,-3.315000000000000000e+03,-2.294000000000000000e+03,-1.111000000000000000e+03,-7.595000000000000000e+02,7.492500000000000000e+02,1.032250000000000000e+03
-1.171200000000000000e+04,-1.127550000000000000e+04,-1.108800000000000000e+04,-8.989000000000000000e+03,-7.708000000000000000e+03,-5.001500000000000000e+03,-2.823000000000000000e+03,-2.327000000000000000e+03,-1.144000000000000000e+03,-7.595000000000000000e+02,7.492500000000000000e+02,1.033250000000000000e+03
-1.183500000000000000e+04,-1.159550000000000000e+04,-1.096700000000000000e+04,-9.111000000000000000e+03,-6.456000000000000000e+03,-5.194500000000000000e+03,-3.579000000000000000e+03,-2.300000000000000000e+03,-1.140000000000000000e+03,-7.595000000000000000e+02,7.492500000000000000e+02,1.033250000000000000e+03
-1.178800000000000000e+04,-1.157350000000000000e+04,-1.073700000000000000e+04,-9.722000000000000000e+03,-6.670000000000000000e+03,-4.971500000000000000e+03,-3.130000000000000000e+03,-2.277000000000000000e+03,-1.199000000000000000e+03,-7.595000000000000000e+02,7.492500000000000000e+02,1.033250000000000000e+03
-1.167200000000000000e+04,-1.130850000000000000e+04,-1.078100000000000000e+04,-1.049000000000000000e+04,-6.381000000000000000e+03,-5.412500000000000000e+03,-2.504000000000000000e+03,-2.326000000000000000e+03,-1.173000000000000000e+03,-7.585000000000000000e+02,7.492500000000000000e+02,1.033250000000000000e+03
-1.163700000000000000e+04,-1.143050000000000000e+04,-1.096800000000000000e+04,-1.032500000000000000e+04,-5.850000000000000000e+03,-5.384500000000000000e+03,-3.773000000000000000e+03,-2.254000000000000000e+03,-1.119000000000000000e+03,-7.595000000000000000e+02,7.492500000000000000e+02,1.033250000000000000e+03
-1.178800000000000000e+04,-1.166550000000000000e+04,-1.133200000000000000e+04,-9.155000000000000000e+03,-6.105000000000000000e+03,-5.158500000000000000e+03,-3.187000000000000000e+03,-2.316000000000000000e+03,-1.159000000000000000e+03,-7.595000000000000000e+02,7.492500000000000000e+02,1.033250000000000000e+03
-1.191500000000000000e+04,-1.171250000000000000e+04,-1.086300000000000000e+04,-8.733000000000000000e+03,-7.498000000000000000e+03,-5.188500000000000000e+03,-3.442000000000000000e+03,-2.303000000000000000e+03,-1.154000000000000000e+03,-7.595000000000000000e+02,7.492500000000000000e+02,1.033250000000000000e+03
-1.164600000000000000e+04,-1.148950000000000000e+04,-1.066800000000000000e+04,-8.051000000000000000e+03,-6.099000000000000000e+03,-5.229500000000000000e+03,-3.043000000000000000e+03,-2.280000000000000000e+03,-1.121000000000000000e+03,-7.595000000000000000e+02,7.492500000000000000e+02,1.033250000000000000e+03
-1.152800000000000000e+04,-1.151450000000000000e+04,-1.091300000000000000e+04,-8.481000000000000000e+03,-6.712000000000000000e+03,-5.212500000000000000e+03,-3.505000000000000000e+03,-2.268000000000000000e+03,-1.122000000000000000e+03,-7.585000000000000000e+02,7.492500000000000000e+02,1.033250000000000000e+03
