-1.067100000000000000e+04,-9.722500000000000000e+03,-8.301750000000000000e+03,-6.714250000000000000e+03,-5.806250000000000000e+03,-4.445250000000000000e+03,-2.077250000000000000e+03,-2.012250000000000000e+03,-9.162500000000000000e+02,1.455000000000000000e+02,7.090000000000000000e+02,1.211250000000000000e+03
-9.803000000000000000e+03,-9.748500000000000000e+03,-8.683750000000000000e+03,-6.728250000000000000e+03,-5.140250000000000000e+03,-4.481250000000000000e+03,-3.007250000000000000e+03,-2.488250000000000000e+03,-1.455250000000000000e+03,2.155000000000000000e+02,5.680000000000000000e+02,1.103250000000000000e+03
-9.718000000000000000e+03,-9.027500000000000000e+03,-7.999750000000000000e+03,-6.773250000000000000e+03,-6.139250000000000000e+03,-4.487250000000000000e+03,-3.906250000000000000e+03,-2.943250000000000000e+03,-8.932500000000000000e+02,9.050000000000000000e+01,7.100000000000000000e+02,1.262250000000000000e+03
-1.043400000000000000e+04,-9.376500000000000000e+03,-7.603750000000000000e+03,-6.685250000000000000e+03,-5.583250000000000000e+03,-4.511250000000000000e+03,-1.829250000000000000e+03,-1.735250000000000000e+03,-1.014250000000000000e+03,2.505000000000000000e+02,9.120000000000000000e+02,1.236250000000000000e+03
-9.881000000000000000e+03,-9.213500000000000000e+03,-8.256750000000000000e+03,-6.662250000000000000e+03,-5.396250000000000000e+03,-4.512250000000000000e+03,-2.808250000000000000e+03,-1.843250000000000000e+03,-1.414250000000000000e+03,6.050000000000000000e+01,8.360000000000000000e+02,1.069250000000000000e+03
-1.022600000000000000e+04,-1.011550000000000000e+04,-7.778750000000000000e+03,-6.409250000000000000e+03,-5.233250000000000000e+03,-4.495250000000000000e+03,-2.688250000000000000e+03,-1.228250000000000000e+03,-1.201250000000000000e+03,2.715000000000000000e+02,6.450000000000000000e+02,1.243250000000000000e+03
-1.055900000000000000e+04,-9.599500000000000000e+03,-7.859750000000000000e+03,-6.851250000000000000e+03,-4.979250000000000000e+03,-4.444250000000000000e+03,-1.753250000000000000e+03,-1.480250000000000000e+03,-4.902500000000000000e+02,1.515000000000000000e+02,4.860000000000000000e+02,1.184250000000000000e+03
-1.026900000000000000e+04,-9.921500000000000000e+03,-7.731750000000000000e+03,-6.741250000000000000e+03,-5.357250000000000000e+03,-4.590250000000000000e+03,-2.892250000000000000e+03,-2.513250000000000000e+03,-2.427250000000000000e+03,2.375000000000000000e+02,6.210000000000000000e+02,1.295250000000000000e+03
-1.038400000000000000e+04,-9.332500000000000000e+03,-7.340750000000000000e+03,-6.787250000000000000e+03,-5.382250000000000000e+03,-4.579250000000000000e+03,-3.356250000000000000e+03,-1.670250000000000000e+03,-1.098250000000000000e+03,-4.150000000000000000e+01,6.450000000000000000e+02,1.201250000000000000e+03
-9.595000000000000000e+03,-9.535500000000000000e+03,-8.357750000000000000e+03,-6.900250000000000000e+03,-5.579250000000000000e+03,-4.401250000000000000e+03,-2.251250000000000000e+03,-2.240250000000000000e+03,-1.095250000000000000e+03,3.195000000000000000e+02,5.140000000000000000e+02,1.016250000000000000e+03
