-6.543000000000000000e+03,-4.709000000000000000e+03,-4.141500000000000000e+03,-3.105500000000000000e+03,-3.046500000000000000e+03,-2.510000000000000000e+03,-1.282000000000000000e+03,5.260000000000000000e+02,8.420000000000000000e+02,1.788000000000000000e+03
-6.517000000000000000e+03,-4.666000000000000000e+03,-4.124500000000000000e+03,-3.086500000000000000e+03,-2.898500000000000000e+03,-2.421000000000000000e+03,-1.213000000000000000e+03,4.400000000000000000e+02,8.810000000000000000e+02,1.788000000000000000e+03
-6.572000000000000000e+03,-4.745000000000000000e+03,-4.053500000000000000e+03,-3.322500000000000000e+03,-3.081500000000000000e+03,-2.480000000000000000e+03,-1.284000000000000000e+03,4.620000000000000000e+02,8.630000000000000000e+02,1.788000000000000000e+03
-6.631000000000000000e+03,-4.728000000000000000e+03,-4.124500000000000000e+03,-3.344500000000000000e+03,-2.903500000000000000e+03,-2.313000000000000000e+03,-1.313000000000000000e+03,4.170000000000000000e+02,8.510000000000000000e+02,1.788000000000000000e+03
-6.603000000000000000e+03,-4.694000000000000000e+03,-4.260500000000000000e+03,-3.120500000000000000e+03,-3.058500000000000000e+03,-2.276000000000000000e+03,-1.343000000000000000e+03,4.020000000000000000e+02,8.740000000000000000e+02,1.788000000000000000e+03
-6.625000000000000000e+03,-4.913000000000000000e+03,-4.208500000000000000e+03,-3.315500000000000000e+03,-2.983500000000000000e+03,-2.455000000000000000e+03,-1.217000000000000000e+03,3.670000000000000000e+02,8.840000000000000000e+02,1.788000000000000000e+03
-6.474000000000000000e+03,-4.626000000000000000e+03,-4.101500000000000000e+03,-3.073500000000000000e+03,-2.924500000000000000e+03,-2.616000000000000000e+03,-1.275000000000000000e+03,4.920000000000000000e+02,8.540000000000000000e+02,1.788000000000000000e+03
-6.592000000000000000e+03,-4.693000000000000000e+03,-4.156500000000000000e+03,-3.363500000000000000e+03,-3.154500000000000000e+03,-2.505000000000000000e+03,-1.361000000000000000e+03,5.370000000000000000e+02,9.110000000000000000e+02,1.788000000000000000e+03
-6.599000000000000000e+03,-4.801000000000000000e+03,-4.125500000000000000e+03,-3.317500000000000000e+03,-2.917500000000000000e+03,-2.419000000000000000e+03,-1.217000000000000000e+03,3.530000000000000000e+02,8.800000000000000000e+02,1.788000000000000000e+03
-6.659000000000000000e+03,-4.720000000000000000e+03,-4.123500000000000000e+03,-3.246500000000000000e+03,-2.901500000000000000e+03,-2.712000000000000000e+03,-1.217000000000000000e+03,4.310000000000000000e+02,8.580000000000000000e+02,1.788000000000000000e+03
-6.578000000000000000e+03,-4.729000000000000000e+03,-4.213500000000000000e+03,-3.334500000000000000e+03,-2.996500000000000000e+03,-2.239000000000000000e+03,-1.262000000000000000e+03,5.430000000000000000e+02,8.440000000000000000e+02,1.788000000000000000e+03
-6.683000000000000000e+03,-4.710000000000000000e+03,-4.180500000000000000e+03,-3.249500000000000000e+03,-3.147500000000000000e+03,-2.371000000000000000e+03,-1.239000000000000000e+03,4.450000000000000000e+02,8.620000000000000000e+02,1.788000000000000000e+03
-6.598000000000000000e+03,-4.746000000000000000e+03,-4.178500000000000000e+03,-3.304500000000000000e+03,-3.125500000000000000e+03,-2.672000000000000000e+03,-1.171000000000000000e+03,2.720000000000000000e+02,8.400000000000000000e+02,1.788000000000000000e+03
-6.475000000000000000e+03,-4.768000000000000000e+03,-4.049500000000000000e+03,-3.478500000000000000e+03,-3.020500000000000000e+03,-2.375000000000000000e+03,-1.314000000000000000e+03,4.990000000000000000e+02,8.870000000000000000e+02,1.788000000000000000e+03
-6.542000000000000000e+03,-4.783000000000000000e+03,-4.132500000000000000e+03,-3.224500000000000000e+03,-3.083500000000000000e+03,-2.304000000000000000e+03,-1.235000000000000000e+03,4.510000000000000000e+02,9.030000000000000000e+02,1.788000000000000000e+03
-6.628000000000000000e+03,-4.639000000000000000e+03,-4.027500000000000000e+03,-3.245500000000000000e+03,-2.871500000000000000e+03,-2.156000000000000000e+03,-1.288000000000000000e+03,4.360000000000000000e+02,8.580000000000000000e+02,1.788000000000000000e+03
-6.516000000000000000e+03,-4.789000000000000000e+03,-4.083500000000000000e+03,-3.318500000000000000e+03,-3.123500000000000000e+03,-2.660000000000000000e+03,-1.282000000000000000e+03,4.340000000000000000e+02,8.470000000000000000e+02,1.788000000000000000e+03
-6.713000000000000000e+03,-4.833000000000000000e+03,-4.237500000000000000e+03,-3.251500000000000000e+03,-3.104500000000000000e+03,-2.257000000000000000e+03,-1.273000000000000000e+03,5.030000000000000000e+02,8.560000000000000000e+02,1.788000000000000000e+03
