-3.090550000000000000e+04,-2.403450000000000000e+04,-2.238750000000000000e+04,-1.917450000000000000e+04,-1.524000000000000000e+04,-1.089600000000000000e+04,-7.672000000000000000e+03,-5.077500000000000000e+03,-1.319500000000000000e+03,2.000625000000000000e+03
-2.882150000000000000e+04,-2.665950000000000000e+04,-2.094250000000000000e+04,-1.787250000000000000e+04,-1.559300000000000000e+04,-1.064800000000000000e+04,-8.043000000000000000e+03,-5.503500000000000000e+03,-1.048500000000000000e+03,2.000625000000000000e+03
-3.063750000000000000e+04,-2.684150000000000000e+04,-2.233850000000000000e+04,-1.810850000000000000e+04,-1.466700000000000000e+04,-1.102200000000000000e+04,-7.602000000000000000e+03,-4.947500000000000000e+03,-1.189500000000000000e+03,2.000625000000000000e+03
-2.998250000000000000e+04,-2.593550000000000000e+04,-2.086250000000000000e+04,-1.801550000000000000e+04,-1.443600000000000000e+04,-1.052700000000000000e+04,-7.730000000000000000e+03,-4.872500000000000000e+03,-9.435000000000000000e+02,2.000625000000000000e+03
-2.936750000000000000e+04,-2.554050000000000000e+04,-2.231250000000000000e+04,-1.843850000000000000e+04,-1.510100000000000000e+04,-1.104900000000000000e+04,-7.564000000000000000e+03,-4.876500000000000000e+03,-1.096500000000000000e+03,2.000625000000000000e+03
-2.781450000000000000e+04,-2.550150000000000000e+04,-2.186950000000000000e+04,-1.814150000000000000e+04,-1.519500000000000000e+04,-1.049600000000000000e+04,-7.403000000000000000e+03,-5.051500000000000000e+03,-1.175500000000000000e+03,2.000625000000000000e+03
-3.030250000000000000e+04,-2.694250000000000000e+04,-2.170250000000000000e+04,-1.874350000000000000e+04,-1.447200000000000000e+04,-1.101900000000000000e+04,-7.296000000000000000e+03,-4.692500000000000000e+03,-1.063500000000000000e+03,2.000625000000000000e+03
-2.996950000000000000e+04,-2.763950000000000000e+04,-2.160650000000000000e+04,-1.823150000000000000e+04,-1.462700000000000000e+04,-1.125800000000000000e+04,-7.815000000000000000e+03,-4.856500000000000000e+03,-1.130500000000000000e+03,2.000625000000000000e+03
-2.763750000000000000e+04,-2.757350000000000000e+04,-2.027450000000000000e+04,-1.842550000000000000e+04,-1.553800000000000000e+04,-1.191000000000000000e+04,-7.617000000000000000e+03,-5.128500000000000000e+03,-1.167500000000000000e+03,2.000625000000000000e+03
-2.871650000000000000e+04,-2.582450000000000000e+04,-2.047350000000000000e+04,-1.855650000000000000e+04,-1.506200000000000000e+04,-1.051400000000000000e+04,-7.509000000000000000e+03,-5.023500000000000000e+03,-1.289500000000000000e+03,2.000625000000000000e+03
-3.060550000000000000e+04,-2.596050000000000000e+04,-2.183550000000000000e+04,-1.707450000000000000e+04,-1.493500000000000000e+04,-1.107900000000000000e+04,-7.017000000000000000e+03,-4.841500000000000000e+03,-1.014500000000000000e+03,2.000625000000000000e+03
-3.029550000000000000e+04,-2.613750000000000000e+04,-2.182250000000000000e+04,-1.878650000000000000e+04,-1.422700000000000000e+04,-1.086500000000000000e+04,-7.751000000000000000e+03,-5.374500000000000000e+03,-1.064500000000000000e+03,2.000625000000000000e+03
-2.991850000000000000e+04,-2.539050000000000000e+04,-2.150250000000000000e+04,-1.919450000000000000e+04,-1.400300000000000000e+04,-1.039100000000000000e+04,-7.626000000000000000e+03,-4.711500000000000000e+03,-1.074500000000000000e+03,2.000625000000000000e+03
