-9.261000000000000000e+03,-2.380000000000000000e+03,7.040000000000000000e+02,1.577000000000000000e+03,1.812500000000000000e+03
-8.895000000000000000e+03,-2.746000000000000000e+03,2.530000000000000000e+02,1.355000000000000000e+03,1.811500000000000000e+03
-9.630000000000000000e+03,-4.140000000000000000e+02,-6.700000000000000000e+01,1.424000000000000000e+03,1.812500000000000000e+03
-9.467000000000000000e+03,-2.606000000000000000e+03,-3.390000000000000000e+02,1.354000000000000000e+03,1.810500000000000000e+03
-9.385000000000000000e+03,-1.183000000000000000e+03,7.130000000000000000e+02,1.419000000000000000e+03,1.812500000000000000e+03
-9.371000000000000000e+03,-3.137000000000000000e+03,-1.570000000000000000e+02,1.427000000000000000e+03,1.811500000000000000e+03
-8.982000000000000000e+03,-1.281000000000000000e+03,-1.120000000000000000e+02,1.052000000000000000e+03,1.812500000000000000e+03
-9.233000000000000000e+03,-3.378000000000000000e+03,2.900000000000000000e+02,1.277000000000000000e+03,1.812500000000000000e+03
-9.331000000000000000e+03,-1.620000000000000000e+03,-4.000000000000000000e+00,1.367000000000000000e+03,1.812500000000000000e+03
-1.022900000000000000e+04,-8.160000000000000000e+02,1.630000000000000000e+02,1.418000000000000000e+03,1.812500000000000000e+03
-9.198000000000000000e+03,9.600000000000000000e+01,1.690000000000000000e+02,1.420000000000000000e+03,1.811500000000000000e+03
-9.084000000000000000e+03,-8.930000000000000000e+02,1.740000000000000000e+02,1.681000000000000000e+03,1.812500000000000000e+03
-8.568000000000000000e+03,-5.600000000000000000e+01,1.068000000000000000e+03,1.553000000000000000e+03,1.811500000000000000e+03
-9.339000000000000000e+03,-1.405000000000000000e+03,2.110000000000000000e+02,1.470000000000000000e+03,1.812500000000000000e+03
-9.319000000000000000e+03,-3.058000000000000000e+03,3.550000000000000000e+02,1.484000000000000000e+03,1.812500000000000000e+03
-9.300000000000000000e+03,-1.973000000000000000e+03,2.720000000000000000e+02,1.182000000000000000e+03,1.812500000000000000e+03
-8.917000000000000000e+03,-2.527000000000000000e+03,5.450000000000000000e+02,1.110000000000000000e+03,1.812500000000000000e+03
-9.300000000000000000e+03,-1.011000000000000000e+03,3.250000000000000000e+02,1.544000000000000000e+03,1.811500000000000000e+03
-9.556000000000000000e+03,-1.738000000000000000e+03,6.960000000000000000e+02,1.363000000000000000e+03,1.811500000000000000e+03
-9.163000000000000000e+03,-9.630000000000000000e+02,4.800000000000000000e+01,1.517000000000000000e+03,1.811500000000000000e+03
-9.489000000000000000e+03,-1.567000000000000000e+03,-3.140000000000000000e+02,1.336000000000000000e+03,1.812500000000000000e+03
-8.958000000000000000e+03,-1.079000000000000000e+03,-2.470000000000000000e+02,1.667000000000000000e+03,1.811500000000000000e+03
-9.218000000000000000e+03,-1.003000000000000000e+03,4.880000000000000000e+02,1.535000000000000000e+03,1.811500000000000000e+03
-9.541000000000000000e+03,-1.150000000000000000e+03,3.550000000000000000e+02,1.777000000000000000e+03,1.812500000000000000e+03
-9.572000000000000000e+03,-5.680000000000000000e+02,2.180000000000000000e+02,1.326000000000000000e+03,1.811500000000000000e+03
-8.930000000000000000e+03,-5.460000000000000000e+02,8.070000000000000000e+02,1.734000000000000000e+03,1.811500000000000000e+03
-9.542000000000000000e+03,-2.781000000000000000e+03,5.500000000000000000e+01,1.501000000000000000e+03,1.811500000000000000e+03
-9.241000000000000000e+03,-2.503000000000000000e+03,7.910000000000000000e+02,1.346000000000000000e+03,1.812500000000000000e+03
-9.424000000000000000e+03,-1.277000000000000000e+03,3.990000000000000000e+02,1.337000000000000000e+03,1.812500000000000000e+03
-9.754000000000000000e+03,-2.816000000000000000e+03,5.620000000000000000e+02,1.283000000000000000e+03,1.811500000000000000e+03
-9.460000000000000000e+03,-1.956000000000000000e+03,3.100000000000000000e+02,1.430000000000000000e+03,1.811500000000000000e+03
-9.409000000000000000e+03,-2.411000000000000000e+03,-1.630000000000000000e+02,1.441000000000000000e+03,1.811500000000000000e+03
-9.330000000000000000e+03,-2.551000000000000000e+03,5.740000000000000000e+02,1.023000000000000000e+03,1.811500000000000000e+03
-8.954000000000000000e+03,-1.816000000000000000e+03,5.320000000000000000e+02,1.737000000000000000e+03,1.812500000000000000e+03
-9.189000000000000000e+03,-1.906000000000000000e+03,4.070000000000000000e+02,1.139000000000000000e+03,1.812500000000000000e+03
-9.161000000000000000e+03,-1.727000000000000000e+03,2.240000000000000000e+02,1.305000000000000000e+03,1.812500000000000000e+03
-9.993000000000000000e+03,-1.208000000000000000e+03,9.300000000000000000e+01,1.449000000000000000e+03,1.811500000000000000e+03
-9.447000000000000000e+03,-1.347000000000000000e+03,3.680000000000000000e+02,1.782000000000000000e+03,1.812500000000000000e+03
-9.335000000000000000e+03,-1.680000000000000000e+03,-2.390000000000000000e+02,1.381000000000000000e+03,1.812500000000000000e+03
-9.443000000000000000e+03,-1.931000000000000000e+03,-1.600000000000000000e+01,1.435000000000000000e+03,1.812500000000000000e+03
-9.622000000000000000e+03,-1.738000000000000000e+03,2.430000000000000000e+02,1.545000000000000000e+03,1.812500000000000000e+03
-8.909000000000000000e+03,-3.480000000000000000e+02,5.450000000000000000e+02,1.304000000000000000e+03,1.811500000000000000e+03
-9.186000000000000000e+03,-2.927000000000000000e+03,2.990000000000000000e+02,1.426000000000000000e+03,1.811500000000000000e+03
-9.266000000000000000e+03,-2.740000000000000000e+03,6.290000000000000000e+02,1.530000000000000000e+03,1.811500000000000000e+03
-9.140000000000000000e+03,-1.971000000000000000e+03,1.270000000000000000e+02,1.272000000000000000e+03,1.812500000000000000e+03
-9.225000000000000000e+03,-2.189000000000000000e+03,-2.600000000000000000e+01,1.750000000000000000e+03,1.811500000000000000e+03
-8.787000000000000000e+03,-4.680000000000000000e+02,2.530000000000000000e+02,1.684000000000000000e+03,1.811500000000000000e+03
-9.304000000000000000e+03,-1.004000000000000000e+03,4.400000000000000000e+01,1.229000000000000000e+03,1.811500000000000000e+03
-8.709000000000000000e+03,-2.943000000000000000e+03,7.010000000000000000e+02,1.318000000000000000e+03,1.811500000000000000e+03
-8.888000000000000000e+03,-5.680000000000000000e+02,6.390000000000000000e+02,1.643000000000000000e+03,1.811500000000000000e+03
-9.726000000000000000e+03,-2.891000000000000000e+03,3.450000000000000000e+02,1.486000000000000000e+03,1.811500000000000000e+03
-9.427000000000000000e+03,-2.605000000000000000e+03,3.050000000000000000e+02,1.646000000000000000e+03,1.811500000000000000e+03
-8.925000000000000000e+03,-2.394000000000000000e+03,1.650000000000000000e+02,1.296000000000000000e+03,1.812500000000000000e+03
-9.836000000000000000e+03,-6.830000000000000000e+02,5.450000000000000000e+02,1.462000000000000000e+03,1.812500000000000000e+03
-9.660000000000000000e+03,-1.107000000000000000e+03,1.900000000000000000e+01,1.656000000000000000e+03,1.812500000000000000e+03
-9.482000000000000000e+03,-2.520000000000000000e+03,3.200000000000000000e+01,1.178000000000000000e+03,1.811500000000000000e+03
-9.334000000000000000e+03,-1.066000000000000000e+03,4.770000000000000000e+02,1.534000000000000000e+03,1.811500000000000000e+03
-9.389000000000000000e+03,-6.580000000000000000e+02,3.980000000000000000e+02,1.202000000000000000e+03,1.812500000000000000e+03
-8.771000000000000000e+03,-1.974000000000000000e+03,2.820000000000000000e+02,1.146000000000000000e+03,1.812500000000000000e+03
-9.054000000000000000e+03,-1.795000000000000000e+03,3.720000000000000000e+02,1.628000000000000000e+03,1.812500000000000000e+03
-9.348000000000000000e+03,-1.202000000000000000e+03,2.490000000000000000e+02,1.563000000000000000e+03,1.812500000000000000e+03
-9.219000000000000000e+03,-4.310000000000000000e+02,9.520000000000000000e+02,1.255000000000000000e+03,1.812500000000000000e+03
-9.030000000000000000e+03,-3.238000000000000000e+03,-1.380000000000000000e+02,1.294000000000000000e+03,1.811500000000000000e+03
-9.087000000000000000e+03,-1.901000000000000000e+03,1.070000000000000000e+02,1.533000000000000000e+03,1.811500000000000000e+03
-9.512000000000000000e+03,-2.426000000000000000e+03,2.220000000000000000e+02,1.424000000000000000e+03,1.811500000000000000e+03
-9.690000000000000000e+03,-1.694000000000000000e+03,3.750000000000000000e+02,1.018000000000000000e+03,1.811500000000000000e+03
-9.151000000000000000e+03,-2.691000000000000000e+03,-1.600000000000000000e+01,1.299000000000000000e+03,1.812500000000000000e+03
-8.818000000000000000e+03,-2.898000000000000000e+03,-3.030000000000000000e+02,1.431000000000000000e+03,1.811500000000000000e+03
-9.455000000000000000e+03,-1.266000000000000000e+03,9.490000000000000000e+02,1.433000000000000000e+03,1.812500000000000000e+03
-9.231000000000000000e+03,-2.872000000000000000e+03,-2.640000000000000000e+02,1.327000000000000000e+03,1.812500000000000000e+03
-9.708000000000000000e+03,-2.920000000000000000e+03,2.340000000000000000e+02,1.547000000000000000e+03,1.812500000000000000e+03
-9.253000000000000000e+03,-1.578000000000000000e+03,5.900000000000000000e+02,1.600000000000000000e+03,1.812500000000000000e+03
-9.048000000000000000e+03,-1.526000000000000000e+03,2.130000000000000000e+02,1.654000000000000000e+03,1.812500000000000000e+03
-9.350000000000000000e+03,-1.474000000000000000e+03,3.380000000000000000e+02,1.611000000000000000e+03,1.811500000000000000e+03
-9.173000000000000000e+03,-1.679000000000000000e+03,2.140000000000000000e+02,1.509000000000000000e+03,1.811500000000000000e+03
-9.702000000000000000e+03,-2.210000000000000000e+03,4.550000000000000000e+02,1.552000000000000000e+03,1.811500000000000000e+03
-9.373000000000000000e+03,-1.492000000000000000e+03,9.300000000000000000e+01,1.524000000000000000e+03,1.812500000000000000e+03
-9.083000000000000000e+03,3.320000000000000000e+02,4.210000000000000000e+02,1.063000000000000000e+03,1.812500000000000000e+03
-9.729000000000000000e+03,-2.102000000000000000e+03,1.500000000000000000e+02,1.566000000000000000e+03,1.812500000000000000e+03
-9.346000000000000000e+03,-2.290000000000000000e+03,-1.000000000000000000e+00,1.183000000000000000e+03,1.812500000000000000e+03
-8.993000000000000000e+03,-9.940000000000000000e+02,3.000000000000000000e+01,1.719000000000000000e+03,1.812500000000000000e+03
-9.539000000000000000e+03,-3.506000000000000000e+03,8.560000000000000000e+02,1.477000000000000000e+03,1.811500000000000000e+03
-9.266000000000000000e+03,-1.606000000000000000e+03,2.800000000000000000e+01,1.711000000000000000e+03,1.811500000000000000e+03
-8.849000000000000000e+03,-2.750000000000000000e+02,1.860000000000000000e+02,1.457000000000000000e+03,1.812500000000000000e+03
-9.678000000000000000e+03,-8.220000000000000000e+02,6.290000000000000000e+02,1.335000000000000000e+03,1.811500000000000000e+03
-9.526000000000000000e+03,-2.212000000000000000e+03,6.320000000000000000e+02,1.568000000000000000e+03,1.811500000000000000e+03
-9.125000000000000000e+03,-1.177000000000000000e+03,-6.640000000000000000e+02,1.246000000000000000e+03,1.812500000000000000e+03
-8.793000000000000000e+03,-1.660000000000000000e+03,-1.540000000000000000e+02,1.320000000000000000e+03,1.811500000000000000e+03
-9.516000000000000000e+03,-2.896000000000000000e+03,3.170000000000000000e+02,1.017000000000000000e+03,1.811500000000000000e+03
-8.966000000000000000e+03,-1.883000000000000000e+03,2.190000000000000000e+02,1.227000000000000000e+03,1.811500000000000000e+03
-9.424000000000000000e+03,-2.696000000000000000e+03,6.490000000000000000e+02,1.481000000000000000e+03,1.811500000000000000e+03
-9.128000000000000000e+03,-2.317000000000000000e+03,8.980000000000000000e+02,1.353000000000000000e+03,1.812500000000000000e+03
-9.237000000000000000e+03,-9.190000000000000000e+02,3.570000000000000000e+02,1.315000000000000000e+03,1.811500000000000000e+03
-9.362000000000000000e+03,-2.183000000000000000e+03,-1.340000000000000000e+02,1.091000000000000000e+03,1.811500000000000000e+03
-9.216000000000000000e+03,-1.084000000000000000e+03,1.650000000000000000e+02,1.287000000000000000e+03,1.811500000000000000e+03
-8.702000000000000000e+03,-1.551000000000000000e+03,2.000000000000000000e+01,1.183000000000000000e+03,1.812500000000000000e+03
-9.962000000000000000e+03,-1.270000000000000000e+03,6.790000000000000000e+02,1.699000000000000000e+03,1.812500000000000000e+03
